"OTU.ID","Sample","Proportion"
"OTU150","S008824",0.862116041
"OTU956","S008824",0.044846416
"OTU1199","S008824",0.016382253
"OTU181","S008824",0.022730375
"OTU776","S008824",0.005392491
"OTU55764","S008824",0.010921502
"OTU35295","S008824",6.83e-05
"OTU26338","S008824",0.001228669
"OTU8497","S008824",0.000136519
"OTU16072","S008824",0.001228669
"OTU2259","S008824",0.008805461
"OTU24731","S008824",0.000409556
"OTU13202","S008824",0.003481229
"OTU52764","S008824",0.000341297
"OTU4375","S008824",0.000614334
"OTU8807","S008824",0.001365188
"OTU1439","S008824",0.004095563
"OTU47832","S008824",0.003208191
"OTU30010","S008824",0.000136519
"OTU2677","S008824",0.001433447
"OTU1752","S008824",0.000204778
"OTU5539","S008824",0.001774744
"OTU3346","S008824",0.000204778
"OTU4186","S008824",0.001706485
"OTU14526","S008824",0.000887372
"OTU53175","S008824",0.001569966
"OTU13209","S008824",6.83e-05
"OTU2700","S008824",0.000273038
"OTU1023","S008824",0.000273038
"OTU53045","S008824",0.000682594
"OTU1790","S008824",0.000273038
"OTU41409","S008824",6.83e-05
"OTU79531","S008824",0.000136519
"OTU60088","S008824",0.000204778
"OTU105827","S008824",6.83e-05
"OTU23860","S008824",6.83e-05
"OTU91370","S008824",0.000204778
"OTU1123","S008824",6.83e-05
"OTU20785","S008824",6.83e-05
"OTU17328","S008824",0.000136519
"OTU38397","S008824",0.000204778
"OTU14378","S008824",0.000136519
"OTU15064","S008824",0.000204778
"OTU82364","S008824",6.83e-05
"OTU69608","S008824",6.83e-05
"OTU85568","S008824",0.000136519
"OTU52676","S008824",0.000136519
"OTU3291","S008824",6.83e-05
"OTU93076","S008824",6.83e-05
"OTU17354","S008824",6.83e-05
"OTU24667","S008824",6.83e-05
"OTU73085","S008824",6.83e-05
"OTU69806","S008824",6.83e-05
"OTU38107","S008824",0.000136519
"OTU69958","S008824",0.000136519
"OTU13997","S008824",6.83e-05
"OTU44623","S008824",0.000204778
"OTU94337","S008824",0.000136519
"OTU37026","S008824",6.83e-05
"OTU150","S008825",0.086906062
"OTU956","S008825",0.62288367
"OTU1199","S008825",0.192586019
"OTU20237","S008825",0.000409612
"OTU181","S008825",0.001433643
"OTU776","S008825",0.000136537
"OTU252","S008825",0.000955762
"OTU55764","S008825",0.005324959
"OTU35295","S008825",0.001092299
"OTU26338","S008825",0.016657564
"OTU8497","S008825",0.009352813
"OTU16072","S008825",0.019934462
"OTU2259","S008825",0.00054615
"OTU14879","S008825",0.000477881
"OTU79705","S008825",0.00525669
"OTU24731","S008825",0.000136537
"OTU13202","S008825",0.000477881
"OTU61757","S008825",0.000477881
"OTU4375","S008825",0.000409612
"OTU8807","S008825",0.000136537
"OTU1439","S008825",0.000614418
"OTU47832","S008825",0.000136537
"OTU30010","S008825",0.004300928
"OTU2677","S008825",0.000955762
"OTU1752","S008825",0.00266248
"OTU73930","S008825",0.000341344
"OTU5518","S008825",0.000136537
"OTU3346","S008825",6.83e-05
"OTU4186","S008825",0.001092299
"OTU14526","S008825",6.83e-05
"OTU53175","S008825",0.000136537
"OTU84913","S008825",0.001774986
"OTU9489","S008825",0.001433643
"OTU47141","S008825",0.00211633
"OTU2700","S008825",0.000887493
"OTU1023","S008825",0.000955762
"OTU53045","S008825",6.83e-05
"OTU1790","S008825",6.83e-05
"OTU41409","S008825",0.000409612
"OTU79531","S008825",0.001092299
"OTU4227","S008825",0.000750956
"OTU28083","S008825",0.008738394
"OTU97283","S008825",0.000204806
"OTU36484","S008825",0.000273075
"OTU60088","S008825",0.000819224
"OTU105827","S008825",0.000136537
"OTU23860","S008825",0.000273075
"OTU26541","S008825",0.000409612
"OTU50986","S008825",0.000204806
"OTU22483","S008825",0.000136537
"OTU20785","S008825",0.000341344
"OTU17328","S008825",6.83e-05
"OTU102408","S008825",0.000136537
"OTU37464","S008825",0.000136537
"OTU60086","S008825",0.000341344
"OTU42858","S008825",6.83e-05
"OTU20438","S008825",0.000204806
"OTU479","S008825",6.83e-05
"OTU52676","S008825",0.000136537
"OTU30087","S008825",0.000136537
"OTU58978","S008825",6.83e-05
"OTU47187","S008825",0.000204806
"OTU27244","S008825",0.000273075
"OTU1974","S008825",6.83e-05
"OTU3203","S008825",0.000273075
"OTU102257","S008825",6.83e-05
"OTU36577","S008825",6.83e-05
"OTU49872","S008825",6.83e-05
"OTU17696","S008825",6.83e-05
"OTU79956","S008825",6.83e-05
"OTU99437","S008825",6.83e-05
"OTU34969","S008825",0.000136537
"OTU101920","S008825",6.83e-05
"OTU150","S008826",0.566937644
"OTU956","S008826",0.042761148
"OTU1199","S008826",0.016540576
"OTU181","S008826",4.7e-05
"OTU58181","S008826",0.074808515
"OTU776","S008826",0.00164466
"OTU252","S008826",0.077017057
"OTU55764","S008826",0.007988346
"OTU26338","S008826",0.001080776
"OTU8497","S008826",0.000469903
"OTU16072","S008826",0.000798835
"OTU2259","S008826",0.004370095
"OTU14879","S008826",0.08603919
"OTU79705","S008826",9.4e-05
"OTU13202","S008826",0.003336309
"OTU61757","S008826",0.035148724
"OTU52764","S008826",0.001268737
"OTU4375","S008826",0.041492411
"OTU1439","S008826",0.00178563
"OTU47832","S008826",0.001597669
"OTU30010","S008826",0.000422912
"OTU2677","S008826",0.001315728
"OTU1752","S008826",0.000375922
"OTU73930","S008826",0.016023683
"OTU5539","S008826",0.001362718
"OTU5518","S008826",0.000375922
"OTU3346","S008826",9.4e-05
"OTU14526","S008826",0.001127767
"OTU53175","S008826",0.000751844
"OTU84913","S008826",0.000187961
"OTU9489","S008826",4.7e-05
"OTU2700","S008826",0.000140971
"OTU1023","S008826",4.7e-05
"OTU53045","S008826",0.000798835
"OTU1790","S008826",0.000657864
"OTU41409","S008826",4.7e-05
"OTU1859","S008826",0.001597669
"OTU91370","S008826",0.000281942
"OTU1123","S008826",4.7e-05
"OTU22483","S008826",4.7e-05
"OTU17328","S008826",4.7e-05
"OTU1664","S008826",0.000704854
"OTU102408","S008826",4.7e-05
"OTU19697","S008826",0.001456698
"OTU14378","S008826",4.7e-05
"OTU15064","S008826",0.000140971
"OTU82364","S008826",4.7e-05
"OTU549","S008826",0.000375922
"OTU69608","S008826",4.7e-05
"OTU1960","S008826",9.4e-05
"OTU1595","S008826",9.4e-05
"OTU479","S008826",4.7e-05
"OTU169","S008826",0.000328932
"OTU58978","S008826",4.7e-05
"OTU47187","S008826",4.7e-05
"OTU2963","S008826",0.000187961
"OTU4372","S008826",4.7e-05
"OTU17354","S008826",4.7e-05
"OTU1974","S008826",4.7e-05
"OTU1213","S008826",4.7e-05
"OTU24667","S008826",0.000563883
"OTU8560","S008826",0.000187961
"OTU61153","S008826",9.4e-05
"OTU3203","S008826",4.7e-05
"OTU53711","S008826",0.000140971
"OTU62733","S008826",0.000281942
"OTU86831","S008826",0.000187961
"OTU61101","S008826",0.000187961
"OTU44875","S008826",0.000328932
"OTU73085","S008826",4.7e-05
"OTU69354","S008826",0.000140971
"OTU37475","S008826",0.000187961
"OTU23071","S008826",4.7e-05
"OTU35442","S008826",0.000328932
"OTU11669","S008826",0.000375922
"OTU64126","S008826",0.000234951
"OTU65588","S008826",0.000281942
"OTU24429","S008826",0.000375922
"OTU26736","S008826",4.7e-05
"OTU96502","S008826",4.7e-05
"OTU20485","S008826",4.7e-05
"OTU17696","S008826",0.000234951
"OTU64969","S008826",4.7e-05
"OTU45773","S008826",4.7e-05
"OTU97132","S008826",4.7e-05
"OTU35328","S008826",4.7e-05
"OTU13122","S008826",4.7e-05
"OTU10154","S008826",4.7e-05
"OTU19616","S008826",4.7e-05
"OTU4323","S008826",4.7e-05
"OTU47007","S008826",4.7e-05
"OTU1220","S008826",4.7e-05
"OTU47877","S008826",4.7e-05
"OTU45817","S008826",4.7e-05
"OTU89159","S008826",4.7e-05
"OTU22473","S008826",4.7e-05
"OTU150","S008827",0.011118566
"OTU956","S008827",0.699079843
"OTU1199","S008827",0.224647752
"OTU20237","S008827",2.4e-05
"OTU776","S008827",4.79e-05
"OTU55764","S008827",0.00069491
"OTU35295","S008827",0.008291
"OTU96376","S008827",2.4e-05
"OTU26338","S008827",0.016869549
"OTU16072","S008827",0.010854979
"OTU2259","S008827",0.000143775
"OTU79705","S008827",2.4e-05
"OTU13202","S008827",0.000143775
"OTU52764","S008827",2.4e-05
"OTU47832","S008827",7.19e-05
"OTU30010","S008827",0.004409087
"OTU1752","S008827",0.004912298
"OTU84913","S008827",0.002204543
"OTU9489","S008827",0.000862647
"OTU10453","S008827",0.006254193
"OTU47141","S008827",4.79e-05
"OTU2700","S008827",0.001270009
"OTU1023","S008827",0.00069491
"OTU53045","S008827",2.4e-05
"OTU41409","S008827",0.000311512
"OTU4227","S008827",0.000766798
"OTU36484","S008827",0.000766798
"OTU60088","S008827",0.000215662
"OTU105827","S008827",0.00079076
"OTU23860","S008827",0.000599061
"OTU26541","S008827",0.000359436
"OTU50986","S008827",0.000215662
"OTU22483","S008827",0.000311512
"OTU20785","S008827",0.000143775
"OTU102408","S008827",0.000311512
"OTU23813","S008827",0.000455286
"OTU37464","S008827",0.000191699
"OTU60086","S008827",0.000311512
"OTU42858","S008827",0.000191699
"OTU30087","S008827",0.000119812
"OTU58978","S008827",7.19e-05
"OTU93076","S008827",7.19e-05
"OTU47187","S008827",7.19e-05
"OTU948","S008827",4.79e-05
"OTU27244","S008827",4.79e-05
"OTU3076","S008827",7.19e-05
"OTU23075","S008827",2.4e-05
"OTU30009","S008827",0.000143775
"OTU102257","S008827",2.4e-05
"OTU36577","S008827",7.19e-05
"OTU7117","S008827",7.19e-05
"OTU90336","S008827",2.4e-05
"OTU84459","S008827",2.4e-05
"OTU102761","S008827",2.4e-05
"OTU3481","S008827",2.4e-05
"OTU29392","S008827",2.4e-05
"OTU71762","S008827",4.79e-05
"OTU11348","S008827",2.4e-05
"OTU82815","S008827",2.4e-05
"OTU13727","S008827",2.4e-05
"OTU28587","S008827",2.4e-05
"OTU35987","S008827",2.4e-05
"OTU4289","S008827",2.4e-05
"OTU3855","S008827",2.4e-05
"OTU968","S008827",2.4e-05
"OTU32977","S008827",4.79e-05
"OTU59334","S008827",2.4e-05
"OTU33531","S008827",2.4e-05
"OTU90760","S008827",2.4e-05
"OTU150","S008834",0.939182237
"OTU956","S008834",0.002545356
"OTU1199","S008834",0.001678852
"OTU8142","S008834",0.002274574
"OTU2648","S008834",0.010343894
"OTU776","S008834",0.002599513
"OTU55764","S008834",0.010343894
"OTU35295","S008834",5.42e-05
"OTU26338","S008834",0.000108313
"OTU16072","S008834",0.000108313
"OTU2259","S008834",0.007473599
"OTU13202","S008834",0.002816139
"OTU52764","S008834",0.000649878
"OTU4375","S008834",0.0012456
"OTU1439","S008834",0.002978608
"OTU47832","S008834",0.00232873
"OTU2677","S008834",0.002870295
"OTU5539","S008834",0.002003791
"OTU3346","S008834",0.001462226
"OTU14526","S008834",0.0012456
"OTU53175","S008834",0.001137287
"OTU47141","S008834",5.42e-05
"OTU20411","S008834",0.000595722
"OTU53045","S008834",0.000649878
"OTU1790","S008834",0.000758191
"OTU97283","S008834",5.42e-05
"OTU91370","S008834",0.000324939
"OTU1123","S008834",5.42e-05
"OTU3650","S008834",0.000270783
"OTU17328","S008834",0.000270783
"OTU12968","S008834",5.42e-05
"OTU15064","S008834",5.42e-05
"OTU82364","S008834",0.000216626
"OTU69608","S008834",5.42e-05
"OTU479","S008834",0.000108313
"OTU52676","S008834",5.42e-05
"OTU53053","S008834",5.42e-05
"OTU1213","S008834",0.000108313
"OTU193","S008834",5.42e-05
"OTU946","S008834",5.42e-05
"OTU40931","S008834",0.000108313
"OTU23071","S008834",5.42e-05
"OTU64126","S008834",5.42e-05
"OTU95045","S008834",5.42e-05
"OTU102761","S008834",5.42e-05
"OTU5379","S008834",5.42e-05
"OTU6465","S008834",0.000108313
"OTU27643","S008834",5.42e-05
"OTU35328","S008834",5.42e-05
"OTU79956","S008834",5.42e-05
"OTU99438","S008834",5.42e-05
"OTU150","S008835",0.135177453
"OTU956","S008835",0.191753653
"OTU1199","S008835",0.071189979
"OTU181","S008835",0.005636743
"OTU58181","S008835",0.291336117
"OTU776","S008835",0.003653445
"OTU252","S008835",0.041127349
"OTU55764","S008835",0.002922756
"OTU26338","S008835",0.006993737
"OTU8497","S008835",0.076617954
"OTU16072","S008835",0.00960334
"OTU2259","S008835",0.000730689
"OTU14879","S008835",0.045720251
"OTU79705","S008835",0.048956159
"OTU24731","S008835",0.000208768
"OTU13202","S008835",0.000417537
"OTU61757","S008835",0.023382046
"OTU52764","S008835",0.012734864
"OTU4375","S008835",0.000313152
"OTU8807","S008835",0.000104384
"OTU1439","S008835",0.000313152
"OTU47832","S008835",0.000208768
"OTU30010","S008835",0.001356994
"OTU2677","S008835",0.001565762
"OTU1752","S008835",0.000939457
"OTU5539","S008835",0.000208768
"OTU5518","S008835",0.000313152
"OTU4186","S008835",0.000104384
"OTU14526","S008835",0.000313152
"OTU53175","S008835",0.000939457
"OTU84913","S008835",0.001043841
"OTU9489","S008835",0.000104384
"OTU47141","S008835",0.001565762
"OTU2700","S008835",0.000417537
"OTU1023","S008835",0.000313152
"OTU53045","S008835",0.000104384
"OTU41409","S008835",0.000104384
"OTU79531","S008835",0.000104384
"OTU97283","S008835",0.00177453
"OTU36484","S008835",0.000521921
"OTU60088","S008835",0.000104384
"OTU1859","S008835",0.004488518
"OTU23860","S008835",0.000208768
"OTU26541","S008835",0.000104384
"OTU22483","S008835",0.000208768
"OTU5609","S008835",0.000104384
"OTU20785","S008835",0.000104384
"OTU5381","S008835",0.004384134
"OTU1664","S008835",0.001043841
"OTU102408","S008835",0.000104384
"OTU23813","S008835",0.000104384
"OTU19697","S008835",0.000939457
"OTU549","S008835",0.000313152
"OTU1960","S008835",0.00125261
"OTU58978","S008835",0.000104384
"OTU2963","S008835",0.000626305
"OTU4372","S008835",0.000104384
"OTU3076","S008835",0.000104384
"OTU8560","S008835",0.000208768
"OTU53711","S008835",0.000208768
"OTU62733","S008835",0.000104384
"OTU86831","S008835",0.000104384
"OTU61101","S008835",0.000104384
"OTU44875","S008835",0.000208768
"OTU69354","S008835",0.000104384
"OTU4861","S008835",0.000730689
"OTU37475","S008835",0.000104384
"OTU90336","S008835",0.000104384
"OTU84459","S008835",0.000104384
"OTU24429","S008835",0.000104384
"OTU21935","S008835",0.000104384
"OTU20485","S008835",0.000208768
"OTU3481","S008835",0.000104384
"OTU78390","S008835",0.000208768
"OTU20441","S008835",0.000208768
"OTU97132","S008835",0.000104384
"OTU81025","S008835",0.000104384
"OTU30744","S008835",0.000104384
"OTU7500","S008835",0.000208768
"OTU40609","S008835",0.000104384
"OTU10154","S008835",0.000104384
"OTU43621","S008835",0.000104384
"OTU8630","S008835",0.000104384
"OTU4503","S008835",0.000104384
"OTU5127","S008835",0.000104384
"OTU86528","S008835",0.000104384
"OTU29631","S008835",0.000104384
"OTU1284","S008835",0.000104384
"OTU9948","S008835",0.000104384
"OTU26161","S008835",0.000104384
"OTU150","S008836",0.017305777
"OTU956","S008836",0.706953436
"OTU1199","S008836",0.200759462
"OTU181","S008836",0.000466882
"OTU58181","S008836",0.00656748
"OTU776","S008836",3.11e-05
"OTU55764","S008836",0.002085408
"OTU35295","S008836",0.000373506
"OTU26338","S008836",0.015375996
"OTU8497","S008836",0.000747012
"OTU16072","S008836",0.010676046
"OTU2259","S008836",9.34e-05
"OTU14879","S008836",0.00034238
"OTU79705","S008836",3.11e-05
"OTU18608","S008836",3.11e-05
"OTU24731","S008836",3.11e-05
"OTU13202","S008836",9.34e-05
"OTU61757","S008836",6.23e-05
"OTU52764","S008836",0.000435757
"OTU8807","S008836",0.000311255
"OTU1439","S008836",9.34e-05
"OTU47832","S008836",9.34e-05
"OTU30010","S008836",0.004264193
"OTU1410","S008836",0.009555528
"OTU2677","S008836",0.003019173
"OTU1752","S008836",0.003050299
"OTU5539","S008836",3.11e-05
"OTU5518","S008836",0.003237052
"OTU14526","S008836",6.23e-05
"OTU53175","S008836",3.11e-05
"OTU84913","S008836",0.002521165
"OTU9489","S008836",0.001089392
"OTU47141","S008836",0.000311255
"OTU2700","S008836",0.001027141
"OTU1023","S008836",0.000778137
"OTU41409","S008836",0.000186753
"OTU79531","S008836",0.000249004
"OTU4227","S008836",0.000715886
"OTU36484","S008836",0.000466882
"OTU60088","S008836",0.000498008
"OTU105827","S008836",0.000435757
"OTU1859","S008836",6.23e-05
"OTU23860","S008836",0.000560259
"OTU26541","S008836",0.000373506
"OTU91370","S008836",3.11e-05
"OTU50986","S008836",0.00034238
"OTU22483","S008836",0.000124502
"OTU20785","S008836",0.000155627
"OTU1664","S008836",6.23e-05
"OTU102408","S008836",0.000155627
"OTU52458","S008836",0.000249004
"OTU23813","S008836",0.000186753
"OTU1268","S008836",6.23e-05
"OTU37464","S008836",0.000280129
"OTU60086","S008836",0.000186753
"OTU42858","S008836",3.11e-05
"OTU30087","S008836",6.23e-05
"OTU22635","S008836",0.000280129
"OTU3291","S008836",3.11e-05
"OTU93076","S008836",3.11e-05
"OTU47187","S008836",0.000186753
"OTU948","S008836",6.23e-05
"OTU27244","S008836",6.23e-05
"OTU22566","S008836",0.000124502
"OTU53053","S008836",0.000311255
"OTU3076","S008836",0.000124502
"OTU1974","S008836",3.11e-05
"OTU61153","S008836",3.11e-05
"OTU3203","S008836",6.23e-05
"OTU30009","S008836",9.34e-05
"OTU102257","S008836",6.23e-05
"OTU45932","S008836",6.23e-05
"OTU36577","S008836",9.34e-05
"OTU84459","S008836",6.23e-05
"OTU49872","S008836",3.11e-05
"OTU21415","S008836",3.11e-05
"OTU18687","S008836",6.23e-05
"OTU4996","S008836",9.34e-05
"OTU71762","S008836",3.11e-05
"OTU35001","S008836",3.11e-05
"OTU40589","S008836",0.000124502
"OTU72962","S008836",3.11e-05
"OTU34969","S008836",3.11e-05
"OTU13727","S008836",6.23e-05
"OTU41729","S008836",3.11e-05
"OTU101920","S008836",3.11e-05
"OTU15756","S008836",3.11e-05
"OTU58162","S008836",3.11e-05
"OTU35002","S008836",3.11e-05
"OTU20327","S008836",3.11e-05
"OTU85554","S008836",3.11e-05
"OTU81807","S008836",3.11e-05
"OTU79751","S008836",3.11e-05
"OTU99308","S008836",3.11e-05
"OTU48665","S008836",3.11e-05
"OTU150","S008837",0.614647502
"OTU956","S008837",0.191735113
"OTU1199","S008837",0.056125941
"OTU8142","S008837",0.060774584
"OTU181","S008837",2.85e-05
"OTU776","S008837",0.001226329
"OTU55764","S008837",0.008099475
"OTU96376","S008837",0.004534565
"OTU26338","S008837",0.003992699
"OTU8497","S008837",0.000228154
"OTU16072","S008837",0.004819758
"OTU2259","S008837",0.004990874
"OTU13202","S008837",0.002110427
"OTU52764","S008837",0.000142596
"OTU4375","S008837",0.000484828
"OTU1439","S008837",0.00159708
"OTU47832","S008837",0.00196783
"OTU30010","S008837",0.00156856
"OTU2677","S008837",0.001397445
"OTU1752","S008837",0.000941136
"OTU5539","S008837",0.001368925
"OTU3346","S008837",8.56e-05
"OTU14526","S008837",0.001311887
"OTU53175","S008837",0.00276637
"OTU84913","S008837",0.000770021
"OTU9489","S008837",5.7e-05
"OTU47141","S008837",0.000427789
"OTU13209","S008837",0.014544832
"OTU6553","S008837",0.013175907
"OTU2700","S008837",0.000228154
"OTU1023","S008837",0.000171116
"OTU53045","S008837",0.000313712
"OTU1790","S008837",0.000313712
"OTU41409","S008837",2.85e-05
"OTU4227","S008837",0.000228154
"OTU62838","S008837",2.85e-05
"OTU36484","S008837",0.000171116
"OTU60088","S008837",2.85e-05
"OTU105827","S008837",0.000114077
"OTU23860","S008837",0.000142596
"OTU26541","S008837",0.000114077
"OTU91370","S008837",0.000199635
"OTU1123","S008837",2.85e-05
"OTU50986","S008837",0.000142596
"OTU22483","S008837",0.000142596
"OTU5609","S008837",2.85e-05
"OTU20785","S008837",2.85e-05
"OTU17328","S008837",8.56e-05
"OTU38397","S008837",8.56e-05
"OTU23813","S008837",2.85e-05
"OTU14378","S008837",0.000228154
"OTU15064","S008837",8.56e-05
"OTU82364","S008837",2.85e-05
"OTU37464","S008837",5.7e-05
"OTU60086","S008837",2.85e-05
"OTU69608","S008837",0.000114077
"OTU42858","S008837",0.000114077
"OTU85568","S008837",2.85e-05
"OTU52676","S008837",8.56e-05
"OTU30087","S008837",2.85e-05
"OTU3291","S008837",2.85e-05
"OTU47187","S008837",2.85e-05
"OTU948","S008837",2.85e-05
"OTU27244","S008837",2.85e-05
"OTU1974","S008837",2.85e-05
"OTU193","S008837",2.85e-05
"OTU40931","S008837",2.85e-05
"OTU102257","S008837",2.85e-05
"OTU23071","S008837",8.56e-05
"OTU49872","S008837",2.85e-05
"OTU26736","S008837",2.85e-05
"OTU56336","S008837",2.85e-05
"OTU27638","S008837",2.85e-05
"OTU97703","S008837",2.85e-05
"OTU35001","S008837",2.85e-05
"OTU31006","S008837",2.85e-05
"OTU28587","S008837",2.85e-05
"OTU29867","S008837",2.85e-05
"OTU91020","S008837",2.85e-05
"OTU7511","S008837",2.85e-05
"OTU150","S008844",0.013797116
"OTU956","S008844",0.724556373
"OTU1199","S008844",0.205502223
"OTU8142","S008844",0.000955824
"OTU776","S008844",4.16e-05
"OTU252","S008844",0.000374018
"OTU55764","S008844",0.002202552
"OTU35295","S008844",0.001662303
"OTU26338","S008844",0.017745086
"OTU16072","S008844",0.008810207
"OTU2259","S008844",0.000124673
"OTU61757","S008844",0.000623364
"OTU1439","S008844",4.16e-05
"OTU47832","S008844",8.31e-05
"OTU30010","S008844",0.004321988
"OTU2677","S008844",4.16e-05
"OTU1752","S008844",0.003532394
"OTU5518","S008844",4.16e-05
"OTU4186","S008844",4.16e-05
"OTU84913","S008844",0.001745418
"OTU9489","S008844",0.000498691
"OTU47141","S008844",0.00016623
"OTU59434","S008844",0.003823297
"OTU2700","S008844",0.00120517
"OTU1023","S008844",0.000748036
"OTU5185","S008844",0.000498691
"OTU41409","S008844",0.000124673
"OTU4227","S008844",0.000581806
"OTU36484","S008844",0.000249345
"OTU60088","S008844",0.000457133
"OTU105827","S008844",0.000623364
"OTU23860","S008844",0.000540249
"OTU26541","S008844",0.000249345
"OTU50986","S008844",0.000581806
"OTU22483","S008844",0.000124673
"OTU20785","S008844",0.000207788
"OTU102408","S008844",0.000249345
"OTU23813","S008844",0.000290903
"OTU19697","S008844",4.16e-05
"OTU37464","S008844",0.000249345
"OTU60086","S008844",8.31e-05
"OTU42858","S008844",0.000124673
"OTU30087","S008844",8.31e-05
"OTU3291","S008844",4.16e-05
"OTU58978","S008844",0.000124673
"OTU93076","S008844",8.31e-05
"OTU47187","S008844",8.31e-05
"OTU948","S008844",0.000374018
"OTU27244","S008844",0.000124673
"OTU106816","S008844",0.000332461
"OTU3076","S008844",8.31e-05
"OTU102257","S008844",4.16e-05
"OTU45932","S008844",8.31e-05
"OTU36577","S008844",4.16e-05
"OTU7117","S008844",0.000124673
"OTU3632","S008844",4.16e-05
"OTU90336","S008844",4.16e-05
"OTU84459","S008844",4.16e-05
"OTU18687","S008844",4.16e-05
"OTU879","S008844",8.31e-05
"OTU4626","S008844",4.16e-05
"OTU19750","S008844",4.16e-05
"OTU15374","S008844",4.16e-05
"OTU29867","S008844",4.16e-05
"OTU150","S008845",0.906110927
"OTU956","S008845",0.031086018
"OTU1199","S008845",0.008269678
"OTU776","S008845",0.001727001
"OTU55764","S008845",0.009697775
"OTU96376","S008845",0.000597808
"OTU26338","S008845",0.000763866
"OTU8497","S008845",0.000132846
"OTU16072","S008845",0.002756559
"OTU2259","S008845",0.009332448
"OTU18608","S008845",3.32e-05
"OTU13202","S008845",0.004516772
"OTU4375","S008845",0.00106277
"OTU1439","S008845",0.002191963
"OTU47832","S008845",0.002822982
"OTU30010","S008845",0.000132846
"OTU2677","S008845",0.002158751
"OTU1752","S008845",6.64e-05
"OTU5539","S008845",0.001992693
"OTU3346","S008845",0.000199269
"OTU14526","S008845",0.001527732
"OTU53175","S008845",0.001859847
"OTU84913","S008845",9.96e-05
"OTU47141","S008845",0.000365327
"OTU2700","S008845",3.32e-05
"OTU1023","S008845",3.32e-05
"OTU53045","S008845",0.000564596
"OTU1790","S008845",0.00043175
"OTU4227","S008845",3.32e-05
"OTU60088","S008845",3.32e-05
"OTU9299","S008845",0.006974427
"OTU26541","S008845",3.32e-05
"OTU91370","S008845",0.000265692
"OTU1123","S008845",6.64e-05
"OTU50986","S008845",6.64e-05
"OTU22483","S008845",3.32e-05
"OTU419","S008845",3.32e-05
"OTU5609","S008845",3.32e-05
"OTU20785","S008845",3.32e-05
"OTU17328","S008845",0.000166058
"OTU38397","S008845",0.000166058
"OTU15064","S008845",0.000166058
"OTU82364","S008845",0.000199269
"OTU69608","S008845",9.96e-05
"OTU20438","S008845",3.32e-05
"OTU479","S008845",6.64e-05
"OTU6448","S008845",3.32e-05
"OTU52676","S008845",3.32e-05
"OTU3291","S008845",6.64e-05
"OTU3076","S008845",3.32e-05
"OTU17354","S008845",6.64e-05
"OTU1213","S008845",9.96e-05
"OTU17726","S008845",3.32e-05
"OTU40931","S008845",3.32e-05
"OTU69806","S008845",6.64e-05
"OTU23071","S008845",6.64e-05
"OTU24997","S008845",3.32e-05
"OTU1519","S008845",3.32e-05
"OTU26736","S008845",3.32e-05
"OTU40384","S008845",3.32e-05
"OTU68299","S008845",3.32e-05
"OTU97703","S008845",6.64e-05
"OTU56272","S008845",3.32e-05
"OTU1287","S008845",3.32e-05
"OTU18209","S008845",3.32e-05
"OTU2756","S008845",3.32e-05
"OTU20658","S008845",3.32e-05
"OTU150","S008846",0.822518775
"OTU181","S008846",0.048192771
"OTU776","S008846",0.002107083
"OTU55764","S008846",0.014641526
"OTU35295","S008846",0.025717219
"OTU8497","S008846",0.000702361
"OTU2259","S008846",0.010967637
"OTU18608","S008846",5.4e-05
"OTU24731","S008846",0.001566805
"OTU13202","S008846",0.003781944
"OTU88819","S008846",0.008428332
"OTU52764","S008846",0.003673888
"OTU4375","S008846",0.00048625
"OTU8807","S008846",0.003079583
"OTU1439","S008846",0.0029175
"OTU47832","S008846",0.005672916
"OTU2677","S008846",0.001836944
"OTU5539","S008846",0.001674861
"OTU3346","S008846",5.4e-05
"OTU4186","S008846",0.003079583
"OTU14526","S008846",0.001674861
"OTU53175","S008846",0.000810417
"OTU64","S008846",0.022205414
"OTU53045","S008846",0.000324167
"OTU1790","S008846",0.000378194
"OTU5185","S008846",0.009400832
"OTU79531","S008846",0.000702361
"OTU91370","S008846",0.000162083
"OTU1123","S008846",0.000108056
"OTU17328","S008846",0.000162083
"OTU38397","S008846",0.000108056
"OTU14378","S008846",0.000108056
"OTU15064","S008846",5.4e-05
"OTU69608","S008846",0.000108056
"OTU20438","S008846",0.000324167
"OTU479","S008846",5.4e-05
"OTU52676","S008846",0.000216111
"OTU3291","S008846",5.4e-05
"OTU17354","S008846",5.4e-05
"OTU91071","S008846",5.4e-05
"OTU40931","S008846",5.4e-05
"OTU52817","S008846",5.4e-05
"OTU95045","S008846",0.000378194
"OTU13044","S008846",0.000108056
"OTU35334","S008846",5.4e-05
"OTU69958","S008846",0.000162083
"OTU7759","S008846",0.000324167
"OTU27643","S008846",5.4e-05
"OTU28","S008846",0.000216111
"OTU79956","S008846",5.4e-05
"OTU71754","S008846",5.4e-05
"OTU19695","S008846",0.000108056
"OTU11537","S008846",5.4e-05
"OTU48977","S008846",5.4e-05
"OTU7807","S008846",5.4e-05
"OTU150","S008847",0.048105321
"OTU956","S008847",0.756419883
"OTU1199","S008847",0.146943986
"OTU776","S008847",5.01e-05
"OTU55764","S008847",0.002177504
"OTU35295","S008847",0.002027331
"OTU26338","S008847",0.011963758
"OTU8497","S008847",2.5e-05
"OTU16072","S008847",0.008559844
